"team","G.x","E","Range RAA","종합 RAA.x","종합RAA/144","POSAdj","RAAwithPOS","WAAwoPOS","WAAwithPOS","WAA-BT","WAA-SB","WAA-Def","Rep.Wins","Pos.Wins","WAA-GS","WAA-GR","PA.x","타격 RAA","도루 RAA","주루 RAA","공격 RAA","필딩 RAA","포지션 RAA","수비 RAA","종합 RAA.y","대체 Run","RAR","RPW.x","연봉.x","WAR당 연봉.x","G.y","oWAR","dWAR","PA.y","ePA","AB","R.x","H.x","2B","3B","HR.x","TB","RBI","SB","CS","BB.x","HP.x","IB.x","SO.x","GDP","SH","SF","AVG.x","OBP.x","SLG","OPS","R/ePA.x","wRC+.x","WAR.x","K%.x","BB%.x","BB/SO","BABIP.x","IsoP.x","IsoD","R/ePA.y","wOBA","wRC","RC27","Own%","wRC+.y","PA","HR.y","XH","XH/AB","HR/XH","HR/FB","PA/HR","AB/HR","IsoP.y","SLG/AVG","G.x.x","RPW.y","선발RAA","구원RAA","종합RAA","선발WAA","구원WAA","종합WAA","선발WAR","구원WAR","연봉.y","WAR당 연봉.y","G.y.y","GS","GR","GF","CG","SHO","W","L","S","HD","IP","ER","R.y","rRA","TBF","H.y","HR","BB.y","HP.y","IB.y","SO.y","BK","WP","ERA.x","RA9.x","rRA9.x","FIP.x","WHIP","WAR.y","G","K/9","BB/9","K/BB","HR/9","K%.y","BB%.y","K-BB%","BABIP.y","LOB","ERA.y","RA9.y","rRA9.y","FIP.y","kwERA","ERA-FIP","ERA-","rRA9-","FIP-","AVG.y","OBP.y"
"25한화",144,86,0.27,8.18,0.48,-10.12,-2.23,0.817,-0.241,-0.73,-0.18,-0.35,2.41,-0.25,10.59,4.69,5547,-7.3,-1.78,-4.27,-17.76,12.65,-2.54,2.52,-16,24.11,15.7,353.26,592000,29586,144,19.19,0.82,5547,5453,4892,689,1303,250,16,116,1933,643,101,38,439,90,22,1038,109,79,46,0.266,0.335,0.395,0.73,0.126,99.4,20.01,18.7,7.9,0.42,0.314,0.129,0.069,0.126,0.338,673,4.71,19.8,99.4,5547,116,382,0.08,0.3,NA,47.82,42.17,0.129,1.485,144,232.25,97.51,34.04,131.55,10.59,4.69,15.28,21.19,10.13,657700,163063,144,144,586,144,1,0,83,57,41,57,1290.1,509,554,554,5478,1185,102,450,93,14,1339,9,60,3.55,3.86,3.86,3.57,1.27,31.32,144,9.34,3.14,2.98,0.71,24.4,8.2,16.2,0.314,74.1,3.55,3.86,3.86,3.57,3.45,-0.02,81.93,80.21,82.58,0.244,0.318
"25키움",144,119,-35.45,-35.75,-2.17,-10.05,-45.79,-3.573,-4.374,-10.22,0.58,-2.44,2.39,-2.72,-6.9,-14.4,5508,-102.26,5.78,3.7,-102.59,-35.75,-27.2,-45.79,-145.97,23.95,-139.18,442.51,615400,89451,144,10.45,-3.57,5508,5462,4935,581,1202,217,20,104,1771,540,83,15,439,63,13,1221,102,38,33,0.244,0.312,0.359,0.671,0.106,88.9,6.88,22.2,8,0.36,0.301,0.115,0.068,0.106,0.313,558.6,3.85,14.2,88.9,5508,104,341,0.07,0.31,NA,52.96,47.45,0.115,1.471,144,309.72,-50.53,-128.91,-179.45,-6.9,-14.4,-21.3,4.13,-7.65,328100,-197674,144,144,533,144,0,0,47,93,31,55,1269,760,860,860,5800,1447,146,550,92,13,937,4,66,5.39,6.1,6.1,4.93,1.57,-3.52,144,6.65,3.9,1.7,1.04,16.2,9.5,6.7,0.324,65.2,5.39,6.1,6.1,4.93,4.6,0.46,133.16,145.45,123.71,0.287,0.364
"25삼성",144,87,19.58,26.38,1.55,-8.27,18.07,2.637,1.761,5.42,0.1,0.09,2.46,3.43,8.15,-0.13,5670,54.49,0.98,-0.56,53.51,26.38,34.21,18.11,71.88,24.65,139,394.06,740350,24983,144,26.97,2.64,5671,5587,4899,775,1330,241,18,161,2090,728,98,32,564,86,25,1087,106,67,55,0.271,0.353,0.427,0.78,0.139,108.3,29.61,19.2,9.9,0.52,0.315,0.156,0.082,0.139,0.359,791.9,5.58,25.8,108.3,5671,161,420,0.09,0.38,NA,35.22,30.43,0.156,1.576,144,297.37,46.6,-29.81,16.79,8.15,-0.13,8.02,18.88,5.37,697950,7570828,144,144,535,144,3,2,74,68,25,76,1268.2,581,647,647,5491,1257,132,455,70,16,1048,1,45,4.12,4.59,4.59,4.31,1.35,24.25,144,7.44,3.23,2.3,0.94,19.1,8.3,10.8,0.303,71.1,4.12,4.59,4.59,4.31,4.1,-0.19,86.05,80.87,91.82,0.259,0.329
"25롯데",144,111,-11.02,-13.96,-0.78,-9.52,-23.57,-1.395,-2.401,-2.21,0.2,-0.19,2.47,0.48,-0.13,-1.66,5682,-22.13,2.36,0.83,-33.39,-13.96,4.78,-23.48,-49.61,24.7,-10.6,384.06,732500,43227,144,18.3,-1.39,5682,5591,4944,676,1318,242,26,75,1837,629,91,28,530,91,28,1030,123,72,45,0.267,0.346,0.372,0.718,0.121,96,16.91,18.1,9.3,0.51,0.32,0.105,0.079,0.121,0.337,688,4.77,20.3,96,5682,75,343,0.07,0.22,NA,75.76,65.92,0.105,1.393,144,303.79,1.61,-23.41,-21.79,-0.13,-1.66,-1.79,10.91,4.17,790600,-1522044,144,144,590,144,0,0,66,72,36,69,1280,676,749,749,5747,1351,128,560,73,11,1173,5,69,4.75,5.27,5.27,4.33,1.49,15.08,144,8.25,3.94,2.09,0.9,20.4,9.7,10.7,0.325,68.4,4.75,5.27,5.27,4.33,4.12,0.42,105.09,100.74,96.33,0.27,0.348
"25두산",144,120,11.33,8.39,0.49,-6.77,1.62,0.839,0.227,-0.87,0.1,-0.74,2.43,1.59,2.65,-4.26,5580,-8.38,1,1.92,-0.8,8.39,15.93,1.63,-2.57,24.26,44.38,454.87,732060,33816,144,20.79,0.84,5581,5514,4952,647,1298,232,31,102,1898,592,144,43,469,65,20,1169,87,53,42,0.262,0.331,0.383,0.714,0.117,99,21.62,20.9,8.4,0.4,0.321,0.121,0.069,0.117,0.332,642,4.47,18.2,99,5581,102,365,0.07,0.28,NA,54.72,48.55,0.121,1.462,144,290.97,9.85,-56.29,-46.44,2.65,-4.26,-1.62,13.65,1.63,452300,-385424,144,144,577,144,0,0,61,77,29,69,1280,612,686,686,5605,1227,109,542,99,23,1054,1,72,4.3,4.82,4.82,4.39,1.38,15.28,144,7.41,3.81,1.94,0.77,18.8,9.7,9.1,0.3,68.9,4.3,4.82,4.82,4.39,4.3,-0.09,102.09,106.81,105.36,0.253,0.338
"25SSG",144,106,10.99,5.33,0.32,-7.25,-2.06,0.532,-0.034,-5.88,-0.48,0.01,2.4,0.21,5.98,8.09,5517,-58.85,-4.83,-3.95,-58.49,3.32,2.08,-3.93,-63.07,23.98,-29.76,424.07,815600,53984,144,14.58,0.52,5517,5451,4875,609,1249,175,14,127,1833,578,129,47,493,60,19,1159,90,52,37,0.256,0.33,0.376,0.706,0.112,91.7,15.11,21,8.9,0.43,0.309,0.12,0.074,0.112,0.329,611.9,4.29,17,91.7,5517,127,316,0.06,0.4,NA,43.44,38.39,0.12,1.469,144,224.96,55.04,53.61,108.65,5.98,8.09,14.07,15.98,13.88,969200,599595,144,144,556,144,1,0,75,65,36,102,1283.1,517,576,576,5463,1164,115,510,78,23,1193,1,56,3.63,4.04,4.04,4.04,1.3,29.86,144,8.37,3.58,2.34,0.81,21.8,9.3,12.5,0.299,73.9,3.63,4.04,4.04,4.04,3.9,-0.41,81.4,80.01,91.47,0.244,0.324
"25NC",144,116,-7.21,-11.97,-0.64,-5.56,-17.53,-1.197,-1.752,2.7,0.01,-0.06,2.42,0.64,-1.63,-3.21,5569,27.31,0.11,1.68,34.92,-18.18,6.36,-23.74,13.83,24.21,49.96,403.68,754600,32317,144,24.52,-1.2,5570,5502,4816,732,1254,221,31,128,1921,685,186,64,504,136,11,1090,83,62,52,0.26,0.344,0.399,0.743,0.133,103.8,23.33,19.6,9,0.46,0.309,0.139,0.084,0.133,0.346,715.7,5.05,22.2,103.8,5570,128,380,0.08,0.34,NA,43.52,37.63,0.139,1.535,144,335.03,-11.68,-33.79,-45.47,-1.63,-3.21,-4.84,8.26,3.49,542300,-1246358,144,144,613,144,1,0,71,67,39,103,1270,680,766,766,5704,1279,146,621,97,31,1075,4,95,4.82,5.43,5.43,4.83,1.5,11.75,144,7.62,4.4,1.73,1.04,18.8,10.9,8,0.306,68.7,4.82,5.43,5.43,4.83,4.44,-0.01,107.31,105.2,109.01,0.262,0.354
"25LG",144,92,10.67,14.25,0.83,-7.14,7.11,1.424,0.788,12.75,-0.23,0,2.48,1.18,9.26,-0.15,5713,127.52,-2.28,1.67,133.45,19.75,11.82,12.61,138,24.84,181.8,374.45,811900,22334,144,34.93,1.42,5713,5640,4919,788,1366,219,19,130,2013,732,121,49,604,68,16,975,99,63,59,0.278,0.361,0.409,0.77,0.14,118.7,36.35,17.1,10.6,0.62,0.319,0.131,0.083,0.14,0.358,785.9,5.55,25.6,118.7,5713,130,368,0.07,0.35,NA,43.95,37.84,0.131,1.471,144,309.49,67.97,-34.29,33.68,9.26,-0.15,9.11,20.34,5.17,544800,111240,144,144,538,144,1,1,85,56,42,77,1279.1,539,584,584,5508,1236,91,491,62,12,1080,2,44,3.79,4.11,4.11,3.96,1.35,25.5,144,7.6,3.45,2.2,0.64,19.6,8.9,10.7,0.307,72.5,3.79,4.11,4.11,3.96,4.12,-0.17,90.24,91,95.15,0.254,0.328
"25KT",144,103,-5.17,-4.12,-0.24,-9.6,-11.78,-0.406,-1.175,-3.39,-0.37,-0.31,2.43,0.34,4.64,-1.01,5588,-33.94,-3.72,-1.58,-37.28,-8.04,3.4,-17.63,-49.88,24.29,-12.59,415.25,778000,46965,144,16.97,-0.4,5588,5511,4845,648,1228,214,17,104,1788,613,48,24,555,80,16,1044,108,65,43,0.253,0.337,0.369,0.706,0.118,94.7,16.57,18.7,9.9,0.53,0.301,0.116,0.084,0.118,0.332,655.4,4.59,19,94.7,5588,104,335,0.07,0.31,NA,53.73,46.59,0.116,1.458,144,288.74,57.32,-14.41,42.91,4.64,-1.01,3.63,16.03,4.31,785400,699378,144,144,482,144,1,1,71,68,37,60,1278.1,581,657,657,5584,1362,112,433,58,25,1067,6,61,4.09,4.63,4.63,4,1.4,20.35,144,7.51,3.05,2.46,0.79,19.1,7.8,11.4,0.324,70.5,4.09,4.63,4.63,4,4.04,0.09,91.3,91.32,90.13,0.273,0.335
"25KIA",144,123,-13.15,-15.88,-0.88,-7.31,-23.2,-1.588,-2.278,1.28,0.28,-0.38,2.44,-1.77,1.68,-5.42,5619,12.83,2.8,0.82,17.96,-26.51,-17.74,-33.82,-7.82,24.43,6.18,414.07,892900,42097,144,22.8,-1.59,5619,5568,4944,668,1276,232,16,144,1972,624,77,22,526,67,17,1211,96,43,39,0.258,0.335,0.399,0.734,0.12,104,21.21,21.6,9.4,0.43,0.312,0.141,0.077,0.12,0.34,690.6,4.82,20.6,104,5619,144,392,0.08,0.37,NA,39.02,34.33,0.141,1.547,144,353.2,28.12,-70.13,-42,1.68,-5.42,-3.74,12.53,0.63,624300,725353,144,144,576,144,1,0,65,75,30,82,1274.2,660,734,734,5616,1316,110,511,84,19,1058,2,53,4.66,5.18,5.18,4.26,1.43,13.16,144,7.47,3.61,2.07,0.78,18.8,9.1,9.7,0.318,67,4.66,5.18,5.18,4.26,4.23,0.4,109.34,111.73,101.32,0.268,0.344
"24한화",144,105,-16.42,-18.96,-1.1,-10.11,-29.07,-1.732,-2.665,-4.78,-0.84,-0.61,2.21,-0.38,1.48,-0.26,5702,-52.33,-9.16,-10.15,-65.85,-18.96,-4.12,-29.07,-92.18,24.21,-61.97,329.93,477500,36545,144,14.73,-1.67,5702,5650,5005,745,1351,224,18,127,1992,698,69,41,530,85,18,1077,109,42,40,0.27,0.347,0.398,0.745,0.132,93.6,13.07,18.9,9.3,0.49,0.319,0.128,0.077,0.132,0.343,731.9,5.09,18.3,93.6,5702,127,369,0.07,0.34,NA,44.9,39.41,0.128,1.474,144,338.78,31.87,-5.06,26.82,1.48,-0.26,1.22,11.42,6.16,659200,NA,144,144,582,144,0,0,66,76,26,68,1274.2,706,780,780,5720,1437,128,511,76,10,1130,4,66,4.98,5.51,5.51,4.6,1.53,17.57,144,7.98,3.61,2.21,0.9,19.8,8.9,10.8,0.342,67.4,4.98,5.51,5.51,4.6,4.1,0.38,99.83,99.19,93.2,0.285,0.357
"24키움",144,104,8.53,4.8,0.3,-9.1,-4.31,0.439,-0.436,-8.86,0.18,-1.59,2.2,1.04,2.57,-6.68,5671,-97.01,2.01,1.78,-93.35,9.03,11.4,-0.08,-97.05,24.08,-52.46,508.52,561500,43582,144,12.28,0.6,5671,5629,5015,672,1326,222,24,104,1908,641,71,13,492,78,10,1141,96,37,49,0.264,0.337,0.38,0.717,0.119,90.1,12.87,20.1,8.7,0.43,0.32,0.116,0.073,0.119,0.331,653.7,4.54,15.2,90.1,5671,104,350,0.07,0.3,NA,54.53,48.22,0.116,1.439,144,331.95,13.28,-101.55,-88.26,2.57,-6.68,-4.11,13.64,-0.77,404100,-2502366,144,144,494,144,0,0,58,86,23,48,1272.2,729,796,796,5708,1416,150,497,88,15,921,7,64,5.16,5.63,5.63,5.16,1.5,12.87,144,6.51,3.52,1.85,1.06,16.1,8.7,7.4,0.315,67.3,5.16,5.63,5.63,5.16,4.51,0,109.08,112.95,110.28,0.282,0.353
"24삼성",144,81,32.21,43.13,2.43,-7.71,35.42,3.94,3.379,-5,0.34,1.37,2.21,5.37,7.9,1.43,5697,-54.76,3.69,5.71,-48.77,40.08,58.78,32.37,-19.92,24.19,70.77,451.49,796600,39679,144,16.72,3.36,5697,5629,4975,770,1336,204,17,185,2129,734,113,29,531,87,13,1150,94,57,47,0.269,0.346,0.428,0.774,0.137,95.9,20.08,20.2,9.3,0.46,0.312,0.159,0.077,0.137,0.351,774.6,5.41,20.2,95.9,5697,185,406,0.08,0.46,NA,30.79,26.89,0.159,1.591,144,315.37,42.63,-27.13,15.5,7.9,1.43,9.33,18.37,7.18,476500,1384072,144,144,558,144,2,1,78,64,41,116,1282.2,667,719,719,5684,1384,164,477,81,18,980,2,58,4.68,5.04,5.04,5.15,1.45,25.55,144,6.88,3.35,2.05,1.15,17.2,8.4,8.8,0.31,71.4,4.68,5.04,5.04,5.15,4.34,-0.47,89.23,83.13,98.95,0.276,0.345
"24롯데",144,123,-31.84,-38.08,-2.16,-10.5,-46.45,-3.472,-4.207,0.28,-0.17,-1.31,2.24,-1.97,6.69,-1.5,5765,3.43,-1.84,0.41,3.74,-39.36,-21.57,-49.87,-41.2,24.48,-27.78,407.32,625000,34250,144,21.37,-3.14,5766,5720,5110,802,1454,285,41,125,2196,757,105,42,494,68,12,1079,100,37,57,0.285,0.352,0.43,0.782,0.14,98.1,18.23,18.7,8.6,0.46,0.336,0.145,0.067,0.14,0.354,804.9,5.58,21.2,98.1,5766,125,451,0.09,0.28,NA,46.13,40.88,0.145,1.509,144,332.44,99.7,-6.11,93.56,6.69,-1.5,5.2,17.65,4.11,552000,-2647383,144,144,574,144,1,1,66,74,30,58,1280.2,719,791,791,5767,1442,139,523,75,18,1131,3,81,5.05,5.56,5.56,4.72,1.53,21.75,144,7.95,3.68,2.16,0.98,19.6,9.1,10.5,0.339,67.7,5.05,5.56,5.56,4.72,4.13,0.33,96.15,90.6,90.28,0.285,0.357
"24두산",144,84,4.11,16.5,0.97,-7.2,9.57,1.507,0.874,3.01,0.8,-0.2,2.2,-0.57,2.17,0.39,5680,32.95,8.79,2.43,33.98,16.5,-6.26,9.3,44.08,24.12,69.13,531.19,750200,28995,144,24.37,1.5,5680,5615,4975,789,1375,243,21,150,2110,743,184,50,510,81,17,1077,100,55,59,0.276,0.35,0.424,0.774,0.141,103.2,25.87,19,9,0.47,0.322,0.148,0.074,0.141,0.351,762.6,5.33,19.7,103.2,5680,150,414,0.08,0.36,NA,37.87,33.17,0.148,1.536,144,342.1,9.24,-24.92,-15.68,2.17,0.39,2.56,12.19,6.77,407200,254958,144,144,628,144,1,0,74,68,41,87,1283.2,688,748,748,5767,1332,135,585,92,11,1083,4,67,4.82,5.24,5.24,4.98,1.49,18.97,144,7.59,4.1,1.85,0.95,18.8,10.1,8.6,0.313,69.3,4.82,5.24,5.24,4.98,4.36,-0.16,100.07,101.56,104.32,0.267,0.352
"24SSG",144,119,-20.16,-22.91,-1.39,-6.96,-29.87,-2.093,-2.758,-4.73,0.66,-0.4,2.19,-0.46,1.82,-0.77,5646,-51.48,7.24,7.82,-39.62,-22.91,-5.11,-29.87,-71.24,23.97,-45.42,363.15,563000,37188,144,17.15,-2.03,5647,5587,5001,756,1367,239,20,152,2102,724,149,39,470,77,12,1095,85,51,48,0.273,0.342,0.42,0.762,0.135,92.9,15.12,19.4,8.3,0.43,0.32,0.147,0.069,0.135,0.346,732.2,5.13,18.5,92.9,5647,152,411,0.08,0.37,NA,37.15,32.9,0.147,1.538,144,315.68,42.18,-10.44,31.74,1.82,-0.77,1.04,11.97,5.45,631900,-3522770,144,144,561,144,0,0,72,70,33,80,1269.2,740,814,814,5737,1341,163,630,74,24,1195,4,57,5.25,5.77,5.77,5.04,1.55,17.42,144,8.47,4.47,1.9,1.16,20.8,11,9.8,0.325,67.8,5.25,5.77,5.77,5.04,4.22,0.21,99.86,95.44,97.59,0.271,0.36
"24NC",144,108,4,6.76,0.4,-8.69,-1.91,0.617,-0.049,1.64,0.06,-0.6,2.23,2.02,2.03,-3.91,5757,18,0.7,-1.54,18.69,6.88,22.16,-1.81,12.26,24.45,67.56,352.2,557800,24121,144,22.8,0.33,5757,5699,5009,773,1371,226,15,172,2143,737,104,33,513,128,14,1200,100,50,57,0.274,0.353,0.428,0.781,0.136,104.9,23.12,20.8,8.9,0.43,0.325,0.154,0.079,0.136,0.355,801.5,5.58,21.2,104.9,5757,172,413,0.08,0.42,NA,33.47,29.12,0.154,1.562,144,354.95,-3.17,-74.78,-77.96,2.03,-3.91,-1.89,12.54,2.29,349500,-284063,144,144,548,144,0,0,61,81,22,65,1275.2,708,801,801,5694,1389,137,531,67,9,1061,6,47,5,5.65,5.65,4.83,1.51,14.83,144,7.49,3.75,2,0.97,18.6,9.3,9.3,0.326,66.1,5,5.65,5.65,4.83,4.28,0.17,103.59,107.95,100.71,0.279,0.353
"24LG",144,102,18.33,23.57,1.39,-9.05,14.37,2.154,1.289,6.47,-0.54,0.05,2.22,-0.76,6.21,-3.76,5725,70.78,-5.86,1.34,76.53,16.9,-8.34,7.86,89.3,24.31,114.32,475.3,858700,28348,144,28.06,2.23,5725,5670,4919,808,1394,238,29,115,2035,765,171,79,616,71,18,969,98,46,73,0.283,0.366,0.414,0.78,0.143,109.1,30.29,16.9,10.8,0.64,0.327,0.131,0.083,0.143,0.359,796.4,5.63,21.5,109.1,5725,115,382,0.08,0.3,NA,49.78,42.77,0.131,1.463,144,341.81,41.71,-68.01,-26.3,6.21,-3.76,2.44,17.06,2.03,446900,-1740076,144,144,563,144,2,1,76,66,34,65,1277,657,728,728,5696,1375,126,529,80,10,1082,4,68,4.63,5.13,5.13,4.73,1.49,19.09,144,7.63,3.73,2.05,0.89,19,9.3,9.7,0.326,69.5,4.63,5.13,5.13,4.73,4.24,-0.1,95.86,99.55,99.04,0.276,0.351
"24KT",144,116,-9,-8.74,-0.51,-8.46,-17.2,-0.798,-1.613,0.11,-0.48,0.06,2.25,0.12,1.03,0.03,5808,1.15,-5.23,-4.27,-4.3,-7.23,1.29,-15.7,-20.61,24.66,13.81,474.92,719100,35369,144,21.11,-0.78,5808,5734,5072,767,1413,234,16,145,2114,722,61,27,580,49,18,1123,112,62,45,0.279,0.355,0.417,0.772,0.134,98.5,20.33,19.3,10,0.52,0.329,0.138,0.076,0.134,0.353,791.4,5.47,20.6,98.5,5808,145,395,0.08,0.37,NA,40.06,34.98,0.138,1.495,144,293.98,14.51,-16.49,-1.98,1.03,0.03,1.06,11.6,6.09,595500,-97178715,144,144,512,144,0,0,72,70,28,50,1284.1,729,804,804,5721,1448,155,443,65,22,1118,5,57,5.11,5.63,5.63,4.68,1.47,17.7,144,7.83,3.1,2.52,1.09,19.5,7.7,11.8,0.332,66.2,5.11,5.63,5.63,4.68,3.98,0.43,100.79,98.93,92.74,0.284,0.345
"24KIA",144,146,-13.83,-30.14,-1.65,-8.08,-38.22,-2.753,-3.414,10.73,-0.03,-0.25,2.25,-1.12,5.94,-1.3,5812,117.48,-0.32,-3.85,106.74,-30.14,-12.27,-38.22,74.43,24.68,94.91,375.63,602700,20738,144,31.65,-2.59,5812,5755,5124,858,1542,266,28,163,2353,812,125,44,529,59,18,915,119,45,53,0.301,0.369,0.459,0.828,0.149,114.9,29.06,15.7,9.1,0.58,0.336,0.158,0.068,0.149,0.374,890.8,6.26,25.3,114.9,5812,163,457,0.09,0.36,NA,35.66,31.44,0.158,1.525,144,356.21,75.47,-33.56,41.92,5.94,-1.3,4.64,16.13,4.95,419800,96681,144,144,602,144,4,1,87,55,44,89,1288,629,759,759,5771,1365,141,539,85,13,1125,3,51,4.4,5.3,5.3,4.84,1.48,21.08,144,7.86,3.77,2.09,0.99,19.5,9.3,10.2,0.318,68.7,4.4,5.3,5.3,4.84,4.18,-0.44,90.85,97.5,98.55,0.269,0.347
"23한화",144,109,4.43,2.35,0.13,-8.83,-6.09,0.24,-0.63,-7.26,-0.02,-1.87,2.49,0.27,-1.18,-2.63,5628,-71.21,-0.18,0.72,-72.38,2.35,2.67,-6.47,-77.72,24.38,-41.84,376.25,667000,47537,144,13.79,0.24,5628,5556,4906,604,1184,211,12,100,1719,568,67,22,535,88,21,1162,103,59,40,0.241,0.324,0.35,0.674,0.109,89.4,14.03,20.6,9.5,0.46,0.294,0.109,0.083,0.109,0.323,592,4.05,16.2,89.4,5628,100,323,0.07,0.31,NA,56.28,49.06,0.109,1.452,144,314.49,-19.72,-30.2,-49.92,-1.18,-2.63,-3.81,9.02,4.03,469100,1914799,144,144,608,144,0,0,58,80,20,68,1291.2,628,708,708,5682,1292,101,518,103,23,1037,7,73,4.38,4.93,4.93,4.21,1.4,13.05,144,7.23,3.61,2,0.7,18.3,9.1,9.1,0.308,68,4.38,4.93,4.93,4.21,4.3,0.17,104.85,105.06,101.29,0.261,0.34
"23키움",144,114,-34.91,-32.92,-1.98,-7.3,-40.22,-3.357,-4.115,-6.84,0.21,-0.64,2.53,0.47,4.13,-7.09,5729,-67.09,2.09,-2.56,-58.62,-34.95,4.57,-42.25,-105.46,24.82,-68.77,467.64,682800,58106,144,15.11,-3.36,5729,5667,5062,607,1323,223,30,61,1789,576,54,11,484,74,21,1096,87,51,58,0.261,0.331,0.353,0.684,0.107,92.5,11.75,19.1,8.4,0.44,0.318,0.092,0.07,0.107,0.327,624.8,4.28,17.8,92.5,5729,61,314,0.06,0.19,NA,93.92,82.98,0.092,1.352,144,338.74,54.54,-62.2,-7.66,4.13,-7.09,-2.96,15.18,-1.04,519600,-4708430,144,144,539,144,1,0,58,83,33,61,1288.1,632,710,710,5704,1340,84,532,63,18,962,7,56,4.42,4.96,4.96,4.14,1.45,14.14,144,6.72,3.72,1.81,0.59,16.9,9.3,7.5,0.314,67.4,4.42,4.96,4.96,4.14,4.5,0.28,108.17,111.11,101.85,0.269,0.343
"23삼성",144,103,-6.26,-2.74,-0.16,-6.12,-8.86,-0.279,-0.803,-4.47,0.15,-0.32,2.47,-0.41,2.44,-6.11,5581,-43.85,1.43,3.15,-46.72,-15.16,-4.02,-21.28,-51.97,24.18,-25.68,415.47,838000,51272,144,16.62,-0.28,5581,5499,4912,636,1290,208,23,88,1808,603,103,35,487,62,15,954,114,77,43,0.263,0.334,0.368,0.702,0.116,94.3,16.34,17.1,8.7,0.51,0.307,0.105,0.071,0.116,0.334,636.2,4.41,18.7,94.3,5581,88,319,0.06,0.28,NA,63.42,55.82,0.105,1.399,144,320.09,25.79,-51.35,-25.56,2.44,-6.11,-3.68,13.67,-0.28,659100,257699,144,144,547,144,1,0,61,82,38,69,1278.1,654,728,728,5676,1414,120,464,52,19,899,7,51,4.6,5.13,5.13,4.37,1.47,13.38,144,6.33,3.27,1.94,0.85,15.8,8.2,7.7,0.318,68.2,4.6,5.13,5.13,4.37,4.48,0.23,106.38,102.55,102.04,0.28,0.344
"23롯데",144,103,-33.46,-32.72,-1.89,-9.28,-42,-3.337,-4.373,-2.39,-0.09,-1.5,2.46,-2.99,5.61,-3,5575,-23.2,-0.87,-0.04,-29.78,-32.72,-29.39,-42,-67.85,24.15,-63.81,305.52,536460,36938,144,17.84,-3.34,5576,5492,4871,653,1289,231,19,69,1765,608,101,42,522,51,18,1000,110,75,57,0.265,0.338,0.362,0.7,0.119,94.1,14.5,17.9,9.4,0.52,0.316,0.097,0.073,0.119,0.335,640,4.47,19.1,94.1,5576,69,319,0.07,0.22,NA,80.81,70.59,0.097,1.366,144,329.76,71.6,-20.09,51.51,5.61,-3,2.61,16.71,2.55,577760,376841,144,144,547,144,1,0,68,76,35,82,1272.1,586,660,660,5653,1328,80,532,82,20,1070,2,71,4.15,4.67,4.67,3.9,1.46,19.25,144,7.57,3.76,2.01,0.57,18.9,9.4,9.5,0.327,70.1,4.15,4.67,4.67,3.9,4.26,0.25,94.37,92.3,90.36,0.27,0.348
"23두산",144,114,7.99,7.07,0.42,-7.77,-0.7,0.721,-0.102,0.29,0.26,-0.76,2.45,-0.61,5.49,-4.34,5538,2.87,2.51,0.72,5.95,7.77,-5.94,0,3.83,23.99,29.66,377.3,742300,33713,144,21.3,0.72,5538,5462,4859,620,1238,210,32,100,1812,565,133,48,505,76,25,975,90,57,41,0.255,0.332,0.373,0.705,0.114,101.5,22.02,17.6,9.1,0.52,0.298,0.118,0.077,0.114,0.334,623.3,4.36,18.4,101.5,5538,100,342,0.07,0.29,NA,55.38,48.59,0.118,1.463,144,286.7,49.16,-52.76,-3.6,5.49,-4.34,1.15,16.24,1.67,332900,6222967,144,144,516,144,0,0,74,68,41,70,1284.2,560,625,625,5582,1245,90,501,82,12,1013,3,60,3.92,4.38,4.38,4.04,1.36,17.91,144,7.1,3.51,2.02,0.63,18.1,9,9.2,0.302,70.7,3.92,4.38,4.38,4.04,4.3,-0.12,97.89,102.07,101.52,0.255,0.332
"23SSG",144,119,-10.86,-12.15,-0.73,-9.46,-21.61,-1.239,-2.151,1.14,0.37,1.14,2.49,-1.76,-1.29,0.55,5630,11.14,3.64,0.44,19.18,-11.75,-17.27,-21.21,-6.99,24.39,9.59,357.17,815400,38588,144,22.37,-1.24,5630,5539,4923,658,1279,229,16,125,1915,611,96,28,507,78,21,943,89,77,45,0.26,0.336,0.389,0.725,0.119,100.1,21.13,16.7,9,0.54,0.296,0.129,0.076,0.119,0.342,665.9,4.63,20.2,100.1,5630,125,370,0.08,0.34,NA,45.04,39.38,0.129,1.496,144,253.46,1.52,-0.18,1.34,-1.29,0.55,-0.73,10.01,6.21,471200,706808,144,144,497,144,1,0,76,65,46,71,1288.1,626,698,698,5722,1354,104,612,67,20,974,3,61,4.37,4.88,4.88,4.49,1.53,16.22,144,6.8,4.28,1.59,0.73,17,10.7,6.3,0.32,70.7,4.37,4.88,4.88,4.49,4.64,-0.12,101.72,98.85,105.59,0.275,0.359
